county,libertarian,republican,democratic,npa_ind,other,inactive
Aurora,1,833,680,267,2,97
Beadle,16,4383,3093,2203,42,464
Bennett,2,710,763,348,2,192
Bon Homme,7,2123,1103,622,2,258
Brookings,75,8079,5227,5507,41,1221
Brown,65,10708,7940,4442,48,2702
Brule,7,1507,1090,578,5,189
Buffalo,1,163,591,140,1,95
Butte,37,3918,904,1270,16,1236
Campbell,,888,124,87,,87
Charles Mix,4,2423,2043,819,2,453
Clark,2,1406,653,352,10,162
Clay,37,2506,2868,2156,12,753
Codington,36,8595,4491,3768,30,1268
Corson,8,672,1138,478,5,206
Custer,22,4025,1123,1455,30,1010
Davison,22,5684,3117,2592,32,1281
Day,7,1591,1593,655,10,209
Deuel,8,1428,772,686,7,157
Dewey,3,736,1995,589,6,202
Douglas,,1603,276,205,,58
Edmunds,6,1523,703,388,6,161
Fall River,27,3079,907,1178,36,649
Faulk,,1040,244,228,1,66
Grant,8,2379,1313,946,11,309
Gregory,5,1678,824,366,,88
Haakon,3,1073,152,134,1,67
Hamlin,2,2589,653,551,2,220
Hand,2,1489,545,241,3,154
Hanson,5,1728,767,770,7,644
Harding,4,790,89,88,,59
Hughes,43,7133,2373,1982,22,520
Hutchinson,3,3316,958,759,9,29
Hyde,,665,181,106,3,13
Jackson,8,868,644,308,10,101
Jerauld,6,628,414,181,2,62
Jones,1,525,84,92,,28
Kingsbury,6,2047,883,604,3,221
Lake,28,4181,2427,1918,8,1395
Lawrence,105,9480,3678,4124,36,2414
Lincoln,129,19546,9337,10037,64,4085
Lyman,5,1123,765,292,1,66
Marshall,8,1116,1100,517,4,235
McCook,11,1908,983,730,7,182
McPherson,8,1255,241,229,2,159
Meade,100,10541,3047,3959,42,818
Mellette,3,499,465,170,1,44
Miner,4,651,562,322,2,84
Minnehaha,504,48933,36043,33792,296,17764
Moody,9,1573,1529,972,4,382
Oglala Lakota,12,500,5263,1862,54,926
Pennington,463,38135,17238,21459,251,8857
Perkins,5,1450,340,322,7,137
Potter,1,1288,256,153,4,155
Roberts,9,2010,2901,1317,27,273
Sanborn,3,847,438,234,4,88
Spink,5,2189,1280,633,5,148
Stanley,2,1396,398,260,8,181
Sully,2,754,198,127,3,76
Todd,3,675,2872,939,8,889
Tripp,6,2252,783,546,10,398
Turner,12,3193,1334,1145,14,191
Union,27,5721,2703,3409,18,1605
Walworth,7,2497,788,492,6,272
Yankton,58,6432,3944,3585,18,1394
Ziebach,5,399,853,314,4,122
