county,libertarian,republican,democratic,npa_ind,other,inactive
Aurora,1,869,659,288,2,91
Beadle,19,4560,3065,2342,42,397
Bennett,3,718,770,370,2,163
Bon Homme,12,2206,1062,671,2,244
Brookings,93,8544,5365,5901,42,1116
Brown,85,11180,7941,4797,50,2455
Brule,8,1607,1064,594,5,27
Buffalo,1,164,603,155,2,86
Butte,54,4206,914,1381,14,1158
Campbell,,918,119,96,,80
Charles Mix,6,2509,2070,849,4,400
Clark,3,1472,646,382,14,139
Clay,38,2649,3008,2367,17,710
Codington,49,9073,4467,3996,30,1131
Corson,8,698,1157,523,5,198
Custer,28,4283,1155,1615,32,951
Davison,27,5998,3116,2752,30,1205
Day,8,1668,1547,682,12,189
Deuel,8,1535,758,702,8,147
Dewey,3,760,2018,669,8,182
Douglas,1,1642,272,208,,51
Edmunds,6,1602,673,413,4,145
Fall River,32,3296,940,1276,36,618
Faulk,,1055,233,231,2,60
Grant,10,2500,1277,989,12,285
Gregory,5,1715,793,386,,82
Haakon,3,1113,149,131,1,64
Hamlin,6,2654,653,578,2,204
Hand,4,1516,523,246,4,138
Hanson,6,1834,753,832,9,632
Harding,4,812,87,93,,57
Hughes,53,7212,2397,2161,24,483
Hutchinson,7,3260,856,742,8,
Hyde,,666,182,112,3,13
Jackson,8,873,669,325,9,83
Jerauld,6,642,402,187,2,56
Jones,1,532,84,86,1,23
Kingsbury,7,2122,872,615,3,209
Lake,32,4277,2378,1887,8,1339
Lawrence,130,10034,3808,4499,44,2282
Lincoln,177,21031,9776,10867,65,3801
Lyman,7,1140,775,318,1,59
Marshall,8,1182,1102,538,4,209
McCook,12,2007,965,783,8,158
McPherson,8,1295,244,234,2,153
Meade,113,11269,3160,4301,38,761
Mellette,3,507,453,190,1,38
Miner,4,691,542,331,3,73
Minnehaha,615,52226,37547,36532,347,16369
Moody,11,1645,1499,1013,4,340
Oglala Lakota,19,524,5471,1956,52,859
Pennington,563,40229,18065,22903,260,8445
Perkins,5,1468,325,340,6,129
Potter,1,1312,248,167,4,144
Roberts,11,2083,2912,1390,26,247
Sanborn,5,897,421,249,4,80
Spink,6,2275,1271,643,9,126
Stanley,3,1429,404,292,13,167
Sully,2,777,198,136,3,69
Todd,6,700,2957,975,9,833
Tripp,8,2322,771,573,11,370
Turner,12,3273,1327,1188,14,173
Union,35,6001,2713,3678,17,1552
Walworth,8,2521,776,515,6,248
Yankton,63,6690,3945,3821,18,1309
Ziebach,7,405,851,376,3,110
